local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
2519,8289,54511,1.179292100,1.615364055,2.667355865,0.072970287,0.901799662,-1.949661440,4.801038523,7bb7013b934dd24eec42ac7a0d100001034c40018875010000000000ffffffff3358905f6615f0ef,3f478608e00e0e34723dec3240446b58beda5b07051c60000a0c0000765b2a0300000000fffff6ff
2520,8290,54512,1.176789284,1.615474488,2.657863524,-0.079162439,2.130093395,2.193026444,1.434684934,3ab7033b724d8b4f1f0f7d7804343000104c40018e6f020000000000ffffffff5959fb5cad0f90f0,d0376b5f2247dccf4038723b9744eed5386ea53d1f74100210000000ae4e030000000000ffffffff
2521,8291,54513,1.172476739,1.614922322,2.679149380,-0.106038835,2.220317354,2.052942497,1.547010109,cab6f93abc4d50500b03ed770434300013500001c534050100000000ffffffff425b375f8e1a50e5,1635cd653b45d0bca331512428467cd5f8a703251d7c100210000000b14e000000000000ffffffff
2522,8292,54514,1.179176585,1.612768874,2.707338757,-0.175848158,2.337928756,2.009507844,1.687873483,78b7d23a1e4e8e4e6f731e720d100001034c4001a557020100000000ffffffff9157e55f7c13d8f9,012e1f6ea4442e3438313829194962d5e6fb50171d7c000121000000ed11000000000000ffffffff
2523,8293,54515,1.175788157,1.616523604,2.647220595,-0.157288812,2.094754758,2.189862330,1.488279485,20b7163b4d4ded4f8d1a4b7b04343000104c40019c60020000000000ffffffff1a5be75db516f0e8,e32feb5c17479ccf1a387b3b8f48e8d52fcaa43c1f74100210000000b843030000000000ffffffff
2524,8294,54516,1.176365730,1.612879307,2.707051111,-0.157288812,2.094754758,2.189862330,1.509411350,2fb7d43a1d4e4f4f61232e7304343000104c4001807d020100000000ffffffff88554e611417e8fb,e32feb5c17470751943876388f48e8d5d6c9a43c1f74100210000000b843030000000000ffffffff
2525,8295,54517,1.178868546,1.617462286,2.610977110,-0.249738996,2.096079957,2.063585426,1.603007187,70b7273bcf4c2b4f809a4a7c04340001034c4001827b010100000000ffffffff8963a4533a36399d,8226035d6045cb58ac3843383a4b76d5c1a593381f741002100000008876010000000000ffffffff
2526,8296,54518,1.184605772,1.586430545,1.373233327,-0.167492602,2.170180662,2.036258988,1.615096665,05b8f538003c00008a9b8e120d5c000118100000645e281500000000ffffffff8c608645fb2c8184,da2e41620145c8d22038b93bdc4863d5f0b673341d7c0001210000009d61000000000000ffffffff
2527,8297,54519,1.191267113,1.487427144,2.811466866,-0.202378010,2.255766424,1.933281467,1.817636260,b2b8f431884f7f4d4c69f7630d60700110100000645a360804000000ffffffffe15b703ff6203982,502b4f689b433f5274307a25e2490bd5e90ba1271d7c000121000000d825020000000000ffffffff
2528,8298,54520,1.155380578,1.578534569,2.466578463,-0.120401151,2.332848827,2.130319462,1.519762855,0eb56638d94a244c53fe69060d108001174030018b6c050200000000ffffffffb259f83e502f0f73,a133c36d484640292f321a2af746d6d59c9fc20d1d7c100210000000e916000000000000ffffffff
